asst,sst,Tran,at,tmax,tmin,dpt,FengRO,CiRO,TanRO,LueRO,GuangRO,TingRO,LangRO,JinRO,runoff
289.534607,289.534607,1.04E-06,16.88,19.9,13.04,12.04,27.351562,66.734375,78.08594,328.16406,493.29688,1012.39844,1034.4375,1425.125,1684.5703
288.424866,288.424866,8.34E-07,15.57,19,12.38,13,27.617188,68,78.25781,311.75,471.9453,968.03125,987.9922,1355.4766,1609.8672
287.64386,287.64386,1.10E-06,15,18.47,12.2,11.98,26.726562,66.17969,77.24219,312.39062,457.03906,937.4844,952.64844,1291.7969,1533.6406
288.727295,288.727295,1.13E-06,16.31,19.62,12.42,12.62,24.523438,60.554688,71.17969,302.98438,441.0078,909.4453,924.1953,1236.1562,1458.4609
290.574066,290.574066,1.94E-06,17.96,21.99,13.74,13.02,22.414062,55.476562,65.36719,285.03125,425.9922,877.8281,893.47656,1186.0625,1388.5312
289.689026,289.689026,1.05E-06,16.95,20.36,14.35,14.31,20.367188,51.03125,60.773438,268.71094,408.8828,848.5547,863.5781,1139.8203,1325.9531
291.102875,291.102875,1.49E-06,17.85,21.2,14.35,14.45,18.90625,48.507812,58.054688,255.77344,391.0547,817.03906,833.1719,1100.2031,1269.3125
291.1185,291.1185,1.33E-06,17.72,21.49,15.38,14.92,17.585938,46.054688,55.59375,247.92188,375.59375,785.4844,801.3281,1065.3438,1218.9766
291.215942,291.215942,1.40E-06,17.6,22.01,15.31,15.09,17.820312,47.070312,56,241.4375,363.7422,758.03906,772.35156,1032.9766,1176.6406
287.754822,287.754822,7.64E-07,14.64,19.8,12.09,10.57,29.296875,73.359375,82.11719,269.6875,364.4922,745.71094,754.3828,1016.7969,1150.1719
283.88739,283.88739,8.25E-08,11.68,12.99,10.54,8.36,31.445312,79.859375,95.67969,361.46094,383.42188,764.5469,763.2031,1037.0469,1159.4141
281.960449,281.960449,7.68E-07,10.16,13.93,5.16,7.24,28.835938,73.08594,88.453125,396.78906,429.90625,804.0156,796.1172,1079.75,1201.2656
282.376343,282.376343,8.91E-07,10.03,15.31,5.07,4.79,26.171875,66.02344,79.92969,379.6875,475.57812,854.7656,843.08594,1108.0391,1239.8906
283.916962,283.916962,3.39E-07,10.45,12.12,7.28,6.6,23.601562,59.429688,72.00781,348.6875,478.83594,884.78125,881.9922,1127.5938,1262.1406
284.135559,284.135559,1.44E-07,11.04,12.38,9.82,8.5,21.421875,53.875,65.09375,317.28906,453.625,870.25,882.6094,1136.4297,1272.3281
284.657867,284.657867,1.80E-07,11.56,13.54,10.21,8.29,20.773438,53.90625,64.859375,295.07812,429.6797,833.33594,851.9453,1122.4531,1274.8047
283.274597,283.274597,4.12E-08,10.08,11.27,8.58,8.42,19.625,52.140625,63.78125,286.32812,411.39844,803.78125,819.625,1093.2656,1265.625
281.422089,281.422089,9.59E-09,9.04,10.15,8.21,4.83,18.289062,49.984375,61.539062,280.54688,396.67188,779.2656,793.6797,1061.9688,1243.6875
282.591461,282.591461,2.74E-07,8.78,9.73,8.25,5.49,16.546875,45.882812,57.085938,272.14062,384.58594,755.83594,769.58594,1029.0234,1212.7969
280.349304,280.349304,4.00E-14,7.63,9.48,5.63,5.66,14.90625,41.859375,52.015625,256.78125,369.6875,730.16406,744.5625,992.15625,1181.1719
278.145172,278.145172,4.96E-07,6.78,10.93,3.98,0.26,13.421875,38.4375,47.742188,238.72656,351.03125,701.8047,716.8906,953.4219,1154.0156
277.929657,277.929657,6.03E-07,6.39,11.33,2.54,0.51,12.1171875,35.671875,44.140625,222.02344,329.10156,670.5078,686.5547,911.5547,1121.75
279.063049,279.063049,7.13E-07,6.63,11.62,2.08,0.5,11.1171875,33.648438,41.445312,207.85938,306.97656,636.7969,653.60156,866.5,1076.5859
281.741089,281.741089,5.55E-07,8.91,11.73,3.76,1.8,10.4765625,32.273438,39.5625,196.76562,287.25,603.46875,619.9219,820.5,1023.5
281.202087,281.202087,6.31E-08,8.14,9.95,6.87,5.91,10.0859375,31.414062,38.421875,188.3125,270.82812,573.5,588.5547,775.7578,968.66406
281.827026,281.827026,1.58E-07,8.54,10.68,6.16,6.61,9.8125,30.78125,37.671875,181.90625,257.8828,548.3594,561.5156,735.47656,916.91406
280.837402,280.837402,2.34E-07,8.86,12.1,6.03,1.79,9.6171875,30.3125,37.09375,177.07812,248.52344,528.77344,539.6328,700.1172,870.34375
278.38266,278.38266,4.72E-08,6.58,9.19,2.87,0.68,9.53125,30.085938,36.8125,174.9375,249.33594,520.0547,526.0469,671.9922,827.10156
280.277954,280.277954,3.67E-07,7.27,10.77,2.64,2.11,9.46875,29.890625,36.6875,175.53906,254.97656,531.40625,528.89844,656.90625,788
280.724548,280.724548,3.06E-08,7.45,9.01,5.9,4.33,9.3515625,29.5625,36.25,175.00781,253.53125,546,543.1406,656.6094,756.2031
281.454132,281.454132,9.12E-08,8.73,10.59,6.09,5.19,9.375,30.039062,36.65625,172.8125,249.48438,545.9922,549.125,663.8125,736.28125
282.051697,282.051697,3.09E-08,8.83,9.93,7.58,7.02,9.5234375,30.65625,37.359375,173.42969,248.04688,536.39844,543.09375,666.5469,729.3047
281.272888,281.272888,4.20E-08,8.73,10.79,6.76,4.94,9.2578125,29.71875,36.617188,176.67969,248.48438,527.16406,533.5703,662.6406,734.4375
277.373474,277.373474,3.00E-08,5.97,9.52,1.09,4.02,9.0859375,28.90625,35.554688,174.33594,245.59375,518.875,525.25,657.14844,746.58594
278.964355,278.964355,3.02E-07,6.74,10.91,0.74,2.22,8.984375,28.546875,35.015625,169.48438,241.26562,508.73438,515.8281,649.5781,757.1406
280.631531,280.631531,3.27E-07,7.69,10.41,4.04,2.39,8.890625,28.25,34.65625,165.21875,235.21875,497.29688,504.89062,635.96875,756.28125
280.751892,280.751892,1.98E-07,8.09,10.63,6.11,2.94,8.8125,28,34.34375,162.26562,229.15625,485.5625,493.26562,619.8906,742.9531
281.491302,281.491302,4.59E-07,8.71,11.41,5.88,2.05,8.75,27.796875,34.078125,160.71875,225.23438,475.64062,482.4375,604.1406,722.3125
281.078278,281.078278,3.65E-07,8.59,11.11,6.14,3.01,8.65625,27.53125,33.78125,159.90625,222.26562,468.76562,474.25,589.96875,699.15625
281.868286,281.868286,3.66E-07,9.09,11.8,7.2,4.28,8.578125,27.28125,33.46875,158.39062,219.04688,463.01562,468.0625,578.5,676.5156
281.560181,281.560181,3.49E-07,8.15,10.61,4.74,4.03,8.515625,27.109375,33.234375,156.6875,216.6875,457.125,462.20312,569.625,656.34375
281.731628,281.731628,4.48E-07,8.75,12.38,4.69,4.09,8.4375,26.890625,32.984375,155.26562,215.01562,452.07812,456.71875,562.28125,639.5469
282.33667,282.33667,3.96E-07,8.68,11.2,5.44,4.34,8.359375,26.625,32.6875,153.89062,213.125,448.03125,452.23438,555.6719,625.96875
281.13382,281.13382,4.43E-09,7.22,8.05,5.21,5.73,8.28125,26.390625,32.375,152.375,210.79688,443.78125,448.15625,550.71875,616.53125
278.273071,278.273071,2.45E-14,5.12,6.39,3.89,3.52,8.203125,26.15625,32.15625,151.07812,208.46875,439.09375,443.85938,551.5469,618.34375
278.119507,278.119507,7.44E-09,5.75,7.91,2.71,0.27,8.125,25.890625,31.8125,149.98438,206.28125,434.67188,439.40625,555.9375,637.59375
278.920258,278.920258,3.23E-07,6.27,9.1,2.52,-0.44,8.046875,25.640625,31.5,148.64062,204.9375,432.0625,435.85938,555.7656,657.6406
280.015869,280.015869,2.76E-07,7.15,9.39,3.9,0.06,7.96875,25.390625,31.21875,147.26562,204.25,432.375,434.84375,551.7969,665.65625
279.938568,279.938568,1.04E-07,6.44,9.12,3.34,2.45,7.921875,25.625,31.5,146.17188,202.85938,431.35938,434.42188,545.96875,661.84375
280.005341,280.005341,2.79E-07,6.99,10.56,3.32,1.92,7.875,25.890625,32.390625,145.64062,201.65625,427.40625,431.65625,540.0781,650.78125
280.838623,280.838623,5.17E-07,8,11.33,3.95,2.75,7.78125,25.40625,32.078125,146.15625,201.1875,422.59375,427.10938,533.9375,637.0469
280.620911,280.620911,1.63E-07,7.18,10.19,4.73,3.7,7.703125,24.890625,31.1875,146.39062,201.23438,419.25,423.0625,527.1719,623.1406
281.676971,281.676971,2.35E-07,6.98,8.95,4.64,3.62,7.625,24.484375,30.5,144.64062,200.95312,417.04688,420.35938,520.5156,609.3594
280.459137,280.459137,1.26E-07,7.28,9.33,5.38,2.03,7.546875,24.234375,30,142.20312,200.6875,414.71875,418.125,516.0156,596.7344
281.121277,281.121277,1.95E-07,7.6,9.82,5.97,4.09,7.484375,24.015625,29.6875,140.20312,199.53125,412.14062,415.625,513.1719,586.59375
281.043304,281.043304,2.72E-07,7.63,9.75,5.94,3.87,7.40625,23.8125,29.453125,138.71875,196.95312,409.01562,412.76562,510.29688,578.8906
280.10199,280.10199,3.52E-07,6.98,10.21,1.63,3.01,7.34375,23.59375,29.1875,137.34375,194.34375,404.92188,409.09375,506.59375,572.3906
281.654938,281.654938,6.93E-07,8.17,12.68,1.3,3,7.265625,23.375,28.921875,136.09375,192.39062,400.76562,404.92188,502,565.90625
281.495239,281.495239,1.54E-07,7.18,10.97,2.85,3.88,7.203125,23.15625,28.65625,135.07812,191.39062,397.78125,401.39062,497.26562,559.5781
281.218658,281.218658,2.78E-07,7.69,11.19,2.68,3.44,7.140625,22.953125,28.421875,134.125,190.09375,395.96875,399.07812,493.20312,554.21875
281.087646,281.087646,1.47E-07,7.57,9.8,5.45,3.7,7.078125,22.796875,28.375,133.40625,189.01562,394.4375,397.42188,490.32812,550.2031
279.998596,279.998596,1.21E-08,6.62,8.5,5.45,3.54,7.0625,22.765625,28.65625,134.71875,191.23438,397.8125,398.6875,491.07812,547.0625
278.660522,278.660522,4.40E-14,5.56,6.48,4.48,3.63,6.984375,22.5625,28.78125,139.59375,195.60938,410.4375,408.03125,502.0625,548.625
278.269287,278.269287,1.89E-08,5.36,8.24,0.73,0.7,6.90625,22.265625,28.203125,142.03125,198.875,424.10938,422.23438,526.8125,561.71875
279.242676,279.242676,2.75E-07,6.53,9.59,0.56,-0.81,6.828125,22.03125,27.625,139.29688,200.70312,429.73438,431.54688,552.15625,584.3125
278.677277,278.677277,2.83E-07,4.88,7.69,2,1.02,6.765625,21.8125,27.1875,134.875,200.26562,428.10938,432.78125,563.9375,608.9844
278.307373,278.307373,2.00E-07,5.65,9.46,1.11,-0.21,6.703125,21.59375,26.90625,130.95312,196.34375,421.71875,428.375,561.9375,627.3594
280.11795,280.11795,4.36E-07,6.74,10.22,2.45,0.64,6.625,21.375,26.65625,128.125,191.59375,411.78125,419.625,551.1875,633.21875
279.042999,279.042999,1.44E-07,6.84,10.11,2.35,0.95,6.5625,21.1875,26.40625,126.125,187.84375,402.25,409.71875,536.28125,627.125
281.525391,281.525391,8.18E-07,7.9,11.62,2.08,1.87,6.53125,21.3125,26.90625,125.53125,184.78125,393.3125,400.34375,520.125,612.96875
280.816772,280.816772,4.55E-07,6.92,10.78,3.3,3.32,6.53125,22,27.65625,128.75,184.96875,385.625,391.875,504.8125,594.9375
281.441193,281.441193,9.19E-07,7.87,12.4,3.01,2.1,6.46875,21.59375,27.625,133.28125,190.28125,383.96875,387.15625,492.96875,576.6875
281.249847,281.249847,7.51E-07,8,13.47,2.68,2.1,6.53125,21.46875,27.1875,135.25,195.1875,392,390.65625,486.3125,560.8125
283.693878,283.693878,1.20E-06,9.48,13.92,2.83,3.95,6.53125,21.5,26.9375,136.03125,196.90625,400.84375,399.25,485.6875,548.28125
281.496246,281.496246,3.98E-08,8.01,10.08,5.61,5.98,6.375,21,26.46875,136.71875,198.28125,404.25,405.3125,490.59375,540.09375
280.851288,280.851288,2.59E-07,8.75,11.67,6.43,2.87,6.25,20.46875,25.8125,134.625,199.46875,404.78125,407.59375,499,538.6875
283.167572,283.167572,1.02E-06,10.24,13.62,6.66,4.12,6.1875,20.15625,25.3125,130.5625,197.90625,403.3125,407.125,506.46875,542.28125
282.332703,282.332703,1.10E-07,9.03,10.62,7.27,5.88,6.28125,20.28125,25.25,127.03125,194.28125,398.53125,403.6875,507.84375,548.65625
283.746368,283.746368,8.28E-07,9.96,14.02,7.02,5.49,6.78125,21.9375,26.59375,125.375,190.53125,390.25,396.625,502.5625,554.0625
281.493378,281.493378,2.52E-07,9.54,12.93,7.31,2.84,6.5625,21.34375,26.75,126.65625,187.90625,381.5,387.96875,492.96875,554.84375
279.857941,279.857941,1.35E-07,7.26,9.36,4.9,-2.93,6.25,20.3125,25.53125,125.53125,185.3125,374.75,380.84375,485.4375,551
278.431122,278.431122,6.30E-08,5.66,7.66,2.67,-2.44,6.0625,19.90625,25.03125,122.21875,186.6875,371.78125,376.25,483.59375,544.53125
279.126709,279.126709,2.47E-07,5.32,7.87,2,-0.42,5.96875,19.59375,24.59375,119.59375,188.5,375.125,376.46875,482.625,538.78125
280.129608,280.129608,3.06E-07,7.15,9.92,1.33,0.76,5.90625,19.375,24.3125,117.03125,184.40625,377.71875,379.5,481.5625,534.875
280.971161,280.971161,7.61E-07,7.92,10.73,4.14,2.66,5.9375,19.875,24.78125,115.21875,179,373.125,378,479.875,532.125
279.669373,279.669373,1.12E-07,7.38,9.79,4.59,3.69,5.9375,19.84375,24.875,115.15625,174.84375,364.34375,371,475.21875,529.375
280.842712,280.842712,4.83E-07,8.12,11.52,4.03,3.72,5.90625,19.53125,24.5,115.15625,171.71875,355.59375,362.15625,466.9375,526.03125
281.424316,281.424316,6.91E-07,7.87,12.38,4.56,4.25,5.84375,19.625,24.40625,114.28125,169.1875,348.4375,354.3125,456.59375,520.875
282.51532,282.51532,7.59E-07,8.39,11.28,4.66,4.82,5.78125,19.75,24.59375,114.53125,168.25,342.46875,347.625,446.46875,513.25
281.170746,281.170746,1.95E-07,8.1,10.92,6.26,2.18,5.78125,19.625,24.6875,116.96875,169.28125,339.40625,343.375,438.375,504.78125
279.210907,279.210907,1.98E-07,6,10.12,0.4,-1.12,5.65625,19.28125,24.5625,119.125,174.53125,343.34375,345,439.40625,497.9375
282.146912,282.146912,1.54E-06,8.3,11.74,0.37,0.61,5.59375,19.03125,24.28125,119.25,182.125,355.28125,353.96875,455.8125,496.09375
281.958649,281.958649,8.65E-07,9.15,12.61,5.53,3.06,5.59375,19,24.0625,117.78125,185.8125,367.625,366.25,476.5625,500.15625
282.108276,282.108276,5.18E-07,8.8,11.11,5.45,3.84,5.53125,18.71875,23.6875,116.125,184.1875,371.875,374.03125,491.21875,510.15625
283.421448,283.421448,8.72E-07,10.07,13.32,6.88,4.63,5.9375,20.09375,24.46875,114.40625,179.9375,366.90625,372.96875,494.65625,523.125
285.223572,285.223572,1.38E-06,11.43,15.33,6.41,6.45,7.125,22.53125,26.59375,115.34375,177.125,357.8125,365.4375,488.0625,533.15625
284.121033,284.121033,5.37E-07,10.64,14.14,7.58,6.73,9.125,29.5625,34.40625,121.46875,178.625,350.6875,356.96875,475.71875,536.0625
282.166199,282.166199,9.85E-08,8.27,9.76,6.14,6.35,8.78125,29.125,36.5,137.4375,184.6875,349.53125,352.625,464.0625,531.75
280.888794,280.888794,7.48E-08,6.55,8.25,4.72,3.5,7.96875,26.25,33.3125,143.53125,191.21875,355.15625,355.34375,461.40625,525.96875
279.560913,279.560913,1.65E-07,6.66,8.9,4.46,2.73,7.34375,23.875,30.25,137.5,198.25,362.53125,362.09375,468.8125,525.0625
282.621521,282.621521,1.17E-06,8.5,11.71,4.77,2.71,6.8125,21.9375,27.6875,129.375,200.5625,367.84375,368.1875,476.90625,528.09375
282.010345,282.010345,1.12E-06,8.72,11.74,5.08,4.05,6.65625,21.3125,26.375,122.875,196.84375,369.3125,371.375,479.9375,532.46875
282.477905,282.477905,1.88E-06,9.11,13.43,4.89,3.58,7.71875,25.34375,29.90625,120.5625,191,365.6875,370.03125,478.0625,535.25
284.403381,284.403381,1.73E-06,10.78,13.95,4.77,4.57,8.5,29.34375,35.40625,127.59375,189.21875,359.59375,364.75,472.84375,534.15625
284.227478,284.227478,1.50E-06,10.16,12.85,8.3,5.16,9.40625,32.84375,39.65625,141.40625,197.75,358.53125,360.8125,466.3125,529.34375
283.500885,283.500885,1.30E-06,10.34,13.19,5.72,5.21,9.375,33.21875,41.0625,159,216.15625,373.375,367.34375,461.96875,524.40625
285.146851,285.146851,2.34E-06,12.32,16.36,5.31,5.57,9.40625,32.3125,39.96875,171.53125,234.0625,405.96875,391.71875,465,519.78125
283.801239,283.801239,3.12E-07,10.49,12.32,9.11,7.61,8.78125,29.96875,37.5,176.96875,249.40625,443.65625,427.875,481.53125,515.375
282.095154,282.095154,7.98E-08,8.73,9.47,7.48,6.57,8.4375,28.21875,35.09375,175.1875,258.5625,473.875,462.65625,511.84375,517.59375
281.144592,281.144592,8.74E-08,7.95,9.9,6.39,4.66,8.9375,30,37.40625,174.84375,264.59375,491.625,486.71875,550.25,533.65625
280.85849,280.85849,2.95E-07,8.55,11.27,6.07,4.45,9.28125,31.8125,40.9375,190.21875,267.21875,502.625,501.03125,587.6875,565.78125
283.061584,283.061584,1.30E-06,9.4,12.35,5.85,4.22,9.0625,31.09375,40.6875,205.125,269.21875,505.15625,507.21875,611.90625,605.71875
283.169128,283.169128,1.08E-06,9.8,13.58,5.95,4.95,11.03125,35.21875,43.15625,206.03125,276.34375,502.09375,505.875,619.28125,640.28125
284.044769,284.044769,1.74E-06,11.53,15.43,7.3,4.71,15.6875,45.0625,52.6875,214.25,286.78125,502.25,504.125,615.25,660.8125
286.380432,286.380432,3.48E-06,12.7,17.17,6.67,5.63,19.9375,54.1875,62.90625,241.9375,298.6875,511,508.8125,609.6875,666.09375
286.082367,286.082367,8.36E-07,13.22,16.27,10.47,7.92,25.34375,66.40625,74.8125,281.4375,317.6875,527,521.875,611.40625,662.09375
286.689636,286.689636,1.31E-06,13.45,18.08,10.01,9.5,31.75,82.125,91.71875,341.375,359.25,553.96875,543.78125,624.6875,657.75
288.984497,288.984497,5.23E-06,15.1,19.08,10.34,9.89,32.625,85.4375,97.90625,420.625,425.96875,609.15625,587.53125,655.46875,659.9375
289.666595,289.666595,6.83E-06,15.7,21.84,9.88,9.99,34.03125,88.21875,99.875,474.5625,509.625,701.25,668.78125,716.59375,675.40625
292.516968,292.516968,8.52E-06,18.79,24.77,10.28,12.53,35.6875,91.28125,103.53125,514.84375,581.6875,815.21875,780.21875,814.90625,716.4375
292.90741,292.90741,6.28E-06,19,25.43,13.97,14.33,35.4375,90.5625,103.75,534.28125,631.53125,929.71875,898.34375,939.84375,797.71875
293.720642,293.720642,7.90E-06,19.72,25.77,13.64,12.86,33.59375,86.6875,100.625,533.75,657.21875,1026.4375,1002.65625,1071.9688,916.65625
290.191162,290.191162,4.41E-06,16.61,22.58,12.63,11.03,31.0625,81.96875,96.375,538.46875,669.4375,1104.9375,1084.3125,1191.3438,1054.6562
284.05777,284.05777,8.57E-07,11.12,13.54,8.36,7.22,32.34375,82.6875,96.40625,555.78125,678.28125,1192.1875,1168.6875,1293.4375,1188.9375
283.694672,283.694672,3.83E-06,11,15.94,4.41,2.59,31,80.125,94.65625,554.03125,683.40625,1244.75,1233.875,1389.2188,1305.4375
286.330383,286.330383,6.55E-06,13.29,18.31,6.27,3.99,28.40625,73.4375,87.21875,523.65625,671.375,1243.75,1245.9062,1442.0312,1402.0938
289.826996,289.826996,8.54E-06,15.9,20.95,9.67,7.3,26.4375,67.625,80.0625,482.40625,635.78125,1204.875,1216.2188,1434.5938,1461
291.301636,291.301636,6.09E-06,17.32,22.17,12.43,10.2,24.46875,62.1875,73.75,446.46875,589.875,1137.2812,1156.6875,1386.0938,1467.1875
289.812775,289.812775,2.09E-06,15.59,17.49,14.18,12.3,22.1875,56.875,67.8125,422.71875,548.21875,1061.6562,1083.6562,1317.1875,1431.3438
288.285126,288.285126,3.00E-07,14.82,17.86,12.12,13.03,24.21875,60.25,70.0625,418.65625,528.9375,1004.90625,1021.96875,1251.8438,1381.25
289.14447,289.14447,1.17E-06,14.81,16.97,12.76,13.09,31.03125,79.96875,90.9375,449.375,535.8125,994.5625,998.53125,1217.625,1341.5
285.674835,285.674835,8.56E-07,15.15,20.12,8.46,10.16,30,78.875,94.4375,479.78125,553.75,1013.9375,1011.84375,1229.5,1328.7188
288.112976,288.112976,6.42E-06,14.86,20.86,7.91,8.7,26.84375,70.4375,84.78125,464.28125,569.46875,1038.1875,1035.1875,1258.9375,1343.8125
290.465576,290.465576,1.02E-05,16.91,24.34,10.18,10.21,23.875,62.5625,75.4375,427.21875,559.65625,1052.5,1052.9688,1271.7188,1367.75
291.930573,291.930573,1.36E-05,19.62,26.97,13.04,8.03,21.375,55.90625,67.4375,387,524.34375,1035.25,1045.2812,1263.3125,1379.1562
293.468781,293.468781,1.32E-05,19.93,25.78,14.91,10.59,19.03125,49.8125,60.25,356.125,480.46875,986.40625,1005.53125,1230.3438,1368.125
291.292328,291.292328,6.56E-06,17.07,22.86,12.49,12.55,16.875,44.21875,53.65625,326.375,441.96875,927,949.03125,1175.375,1336
292.590759,292.590759,7.81E-06,19.02,22.44,14.29,12.44,15,39.375,48.0625,298.65625,407.78125,872.84375,893.96875,1109.875,1284.5938
289.816315,289.816315,6.10E-06,17.63,22.33,13.2,7.13,18.46875,42.53125,48.71875,277.4375,376.125,823.375,843.3125,1045.6875,1221.8438
288.686218,288.686218,1.97E-06,15.68,19.52,11.79,9.79,22.84375,52.375,58.28125,272.09375,350.21875,782.125,798.96875,986.28125,1156.3125
290.909882,290.909882,5.56E-06,17.34,19.97,12.78,10.17,23.40625,53.75,62,289.21875,336.125,758.5625,768.96875,937.28125,1093.0625
290.487762,290.487762,2.75E-06,17.47,21.09,13.93,12.51,21.90625,50.46875,59.28125,296.875,337.8125,761.84375,761.90625,904.6875,1037.5312
291.039795,291.039795,4.33E-06,18.51,22.57,13.77,12.99,20.4375,46.9375,55.3125,284.4375,343.78125,784.84375,777.96875,893.09375,993.84375
293.813477,293.813477,7.18E-06,19.45,22.58,14.86,14.64,18.53125,42.9375,51.15625,268.40625,340.90625,800.0625,796.8125,899.34375,964.65625
285.271362,285.271362,3.85E-07,13.25,14.42,12.22,8.07,23.71875,52.03125,58.5625,257.46875,329.71875,792.1875,797.5625,911.46875,952.9375
288.225128,288.225128,6.10E-06,14.74,19.09,10.34,7.87,23.84375,53.25,63.03125,264.125,317.78125,771.65625,780.59375,913.6875,957.09375
292.067627,292.067627,1.20E-05,17.89,22.4,12.64,10.54,22.25,49.3125,58.28125,260.84375,311.9375,759.78125,765.375,901.25,964.90625
292.375488,292.375488,1.02E-05,19,23.87,14.98,12.69,20.46875,45.28125,53.65625,243.59375,308.4375,754.625,758.46875,885.46875,963.96875
292.912598,292.912598,9.59E-06,19.19,23.79,15.44,13.19,18.40625,40.875,48.78125,229.1875,298.375,741.5625,747.75,870.9375,954
289.572205,289.572205,3.94E-06,16.06,19.77,11.42,11.37,19.65625,43.78125,50.5625,222,286.625,727.53125,733.25,854.625,939.03125
292.469055,292.469055,1.11E-05,18.53,23.15,14.01,12.22,21.375,49.21875,56.65625,235.5,279.6875,726.53125,727.6875,839.0625,921.59375
292.899872,292.899872,6.74E-06,18.46,22.53,14.79,14.9,20.0625,46.9375,55.71875,254.625,280.3125,739.46875,736.09375,831.28125,904.71875
292.737244,292.737244,1.14E-05,19.64,25.36,13.92,13.68,19.625,47,55.25,255.84375,290.6875,755.5,751.28125,834.8125,894.28125
294.846527,294.846527,1.76E-05,21.38,27.8,15.34,14.36,18.09375,43.875,52.78125,252.09375,301.28125,768.125,764.28125,843.96875,890.5625
297.673157,297.673157,2.02E-05,24.84,30.39,19.52,16.97,16.625,41.375,49.625,240.8125,302,777.9375,775.40625,854.40625,890.625
296.920929,296.920929,1.28E-05,23.47,29.09,19.06,19.12,15,38,46.25,225.75,296.4375,773.84375,777.4375,866.5,897.875
294.286774,294.286774,1.94E-05,21.75,27.33,16.13,11.15,21.9375,52.6875,57.75,214.9375,286.09375,752.78125,762.53125,872.5,915.21875
294.027649,294.027649,1.89E-05,20.99,26.01,15.65,11.33,22.84375,55.8125,65.375,223.8125,274.3125,729.78125,739.65625,863.3125,931.34375
293.969299,293.969299,1.69E-05,21.45,27.77,15.05,13.06,20.5625,50.03125,59.375,227.625,268.1875,722.75,726.78125,845.625,933.9375
297.137177,297.137177,2.06E-05,23.59,29,18.49,15.31,18.3125,44.5625,53.09375,215.3125,268.90625,727.6875,727.34375,831.15625,922.78125
293.21875,293.21875,2.92E-06,19.11,21.98,16.16,17.56,16.625,40.25,48.09375,198.9375,265.875,730.1875,731.0625,824.96875,911.3125
295.884796,295.884796,1.05E-05,22.15,26.54,17.73,18.5,15.3125,37.28125,44.71875,184.71875,255.78125,721.34375,726.65625,823.5,909.78125
295.825897,295.825897,8.29E-06,22.08,26.09,18.83,18.88,14.03125,35.03125,42.28125,174.90625,242.625,704.59375,712.65625,818.40625,913.71875
293.232208,293.232208,4.28E-06,20.21,23.11,17.17,17.27,16.90625,39.125,44.65625,170.03125,230.625,691.40625,698.28125,807.4375,917.4375
294.905182,294.905182,7.94E-06,21.6,24.36,18.93,17.78,17.28125,39.78125,46.875,170.90625,221.78125,693.84375,695.125,797.84375,914.78125
295.305664,295.305664,8.03E-06,21.28,23.92,18.55,19.05,19.5,43.4375,49.875,173.75,218.6875,715.75,710.75,799.875,907.9375
296.061432,296.061432,9.98E-06,22.11,25.61,18.88,19.06,22.6875,49.90625,58.09375,184.21875,224.1875,744.09375,736.71875,816.90625,906.59375
297.530579,297.530579,1.47E-05,23.89,27.76,20.44,20.04,24.34375,55.25,64.78125,210,234.5625,777.5625,767.40625,844.25,915.40625
297.700806,297.700806,9.22E-06,24.24,27.21,21.82,20.94,23.28125,53.21875,64.03125,237.28125,247.0625,833.21875,816.84375,887.09375,934.03125
297.383545,297.383545,8.32E-06,23.56,26.51,20.3,21.29,21.59375,50.25,60.90625,244.40625,267.5625,910.5625,890.8125,957.53125,978.6875
298.729553,298.729553,1.18E-05,25.62,29.53,21.86,21.71,19.9375,47.0625,57.375,238.5625,285.71875,987.6875,969.875,1049.2188,1053.4688
298.003326,298.003326,9.41E-06,25.19,29.27,21.81,22.04,18.75,43.71875,53.09375,225.84375,289.90625,1054,1042,1141,1143.4062
299.517273,299.517273,1.85E-05,26.58,30.81,22.62,21.61,30.125,56.90625,62.03125,214.03125,286.84375,1100.4375,1096.0938,1222.6562,1239.7812
295.866638,295.866638,3.24E-06,23.52,25.85,20.71,21.1,48.65625,111.5625,119.28125,241.90625,291.71875,1133.6562,1131.125,1284.8438,1341.75
292.699463,292.699463,9.95E-06,20.46,24.23,17.34,14.24,47.125,117.21875,137.84375,358.375,316.09375,1190.1875,1174.4688,1329.0312,1433.0312
292.697479,292.697479,7.32E-06,19.16,23.4,15.08,15.29,41.8125,104.5625,123.5625,415.59375,378.34375,1302.7812,1269.6562,1383.8125,1489.1562
292.028778,292.028778,7.47E-06,18.92,22,15.82,13.75,41.96875,104.5,121.5,410.625,450.15625,1452.375,1413.75,1485.2812,1539.5938
293.743317,293.743317,1.29E-05,20.93,25.63,17.61,15.29,38.65625,96.84375,114.5,400.5625,474.1875,1541.2812,1522.4375,1608,1621.375
294.673553,294.673553,1.18E-05,22.47,26.79,17.89,15.9,34.53125,86.4375,102.375,374.59375,465.6875,1530.7188,1537.1562,1682.8438,1716.7188
297.078918,297.078918,2.09E-05,23.66,27.76,20.52,17.82,30.84375,77.09375,91.34375,339.84375,443.65625,1462.1875,1482.1562,1676.9062,1776.0312
296.546722,296.546722,1.93E-05,22.3,27.56,17.05,18.47,27.9375,69.9375,82.90625,307.625,412.15625,1376.875,1401.75,1613,1776.5
